物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-03-16 09:30,31.4951401,121.9647217,10,CN-31,S218814635
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,龙羊峡 (Longyangxia),2025-03-16 10:32,36.190295,100.7667781,1,CN-63,S220403289
gragoo,灰雁 (Graylag Goose),Anser anser,龙羊峡 (Longyangxia),2025-03-16 10:32,36.190295,100.7667781,1,CN-63,S220403289
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-16 10:44,31.5022878,121.9425813,15,CN-31,S243775368
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,浐灞国家湿地公园 (Chan Ba National Wetland Park),2025-03-16 11:13,34.4226751,109.000855,4,CN-61,S218777972
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,北八滧 (Beibayao),2025-03-16 12:24,31.5933223,121.8447603,20,CN-31,S225741002
gragoo,灰雁 (Graylag Goose),Anser anser,G217-胜利路湿地 (G217 & Shengli Rd Wetlands),2025-03-16 13:30,45.557195,84.954688,3,CN-65,S218854964
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-03-16 14:38,40.0173836,116.3938028,5,CN-11,S219053419
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩,2025-03-16 15:19,31.50342,121.96552,1,CN-31,S228040954
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩,2025-03-16 15:19,31.50342,121.96552,1,CN-31,S228040954
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南京绿博园 (Nanjing Green Expo Park),2025-03-16 15:24,32.0211016,118.7074067,1,CN-32,S218791937
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,拉鲁湿地国家级自然保护区 (Lalu Wetland NNR),2025-03-16 15:55,29.6723632,91.1024094,0,CN-54,S218791295
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,密云区太师屯镇小漕村,2025-03-16 16:00,40.57961,117.11222,2,CN-11,S309700980
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,官庄公园 (Guanzhuang Park),2025-03-16 16:30,39.8799075,116.5084191,1,CN-11,S218996730
gragoo,灰雁 (Graylag Goose),Anser anser,东丽湖 (Dongli Lake),2025-03-16 17:19,39.1661457,117.4845517,1,CN-12,S218799460
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"珲春龙山湖 (Longshan Lake, Hunchun)",2025-03-16 20:40,42.6140612,130.5818328,100,CN-22,S218841525
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"珲春龙山湖 (Longshan Lake, Hunchun)",2025-03-16 20:40,42.6140612,130.5818328,100,CN-22,S218841525
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"珲春龙山湖 (Longshan Lake, Hunchun)",2025-03-16 20:40,42.6140612,130.5818328,100,CN-22,S218841525
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,龙源公园 (Longyuan Park),2025-03-17 06:44,42.8619736,130.356478,0,CN-22,S218983830
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,龙源公园 (Longyuan Park),2025-03-17 06:44,42.8619736,130.356478,0,CN-22,S218983830
gragoo,灰雁 (Graylag Goose),Anser anser,万亩鱼塘 (The Wanmu Fish Ponds),2025-03-17 08:27,38.7887624,117.4247183,60,CN-12,S219065713
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,万亩鱼塘 (The Wanmu Fish Ponds),2025-03-17 08:27,38.7887624,117.4247183,2,CN-12,S219065713
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥森公园,2025-03-17 11:39,40.0124953,116.3746753,4,CN-11,S219006536
gragoo,灰雁 (Graylag Goose),Anser anser,野鸭湖 (Wild Duck Lake),2025-03-17 11:52,40.4095749,115.8468175,4,CN-11,S219020527
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,野鸭湖 (Wild Duck Lake),2025-03-17 11:52,40.4095749,115.8468175,4,CN-11,S219020527
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,野鸭湖 (Wild Duck Lake),2025-03-17 11:52,40.4095749,115.8468175,2,CN-11,S219020527
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,野鸭湖 (Wild Duck Lake),2025-03-17 11:52,40.4095749,115.8468175,39,CN-11,S219020527
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-17 13:02,31.5022878,121.9425813,1,CN-31,S219573298
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-17 13:02,31.5022878,121.9425813,1,CN-31,S219573298
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,傅疃河 (Futuan River),2025-03-17 13:55,35.3900624,119.3857605,100,CN-37,S219007045
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,傅疃河 (Futuan River),2025-03-17 13:55,35.3900624,119.3857605,1000,CN-37,S219007045
gragoo,灰雁 (Graylag Goose),Anser anser,傅疃河 (Futuan River),2025-03-17 14:54,35.3900624,119.3857605,5,CN-37,S219016838
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,傅疃河 (Futuan River),2025-03-17 14:54,35.3900624,119.3857605,7,CN-37,S219016838
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,傅疃河 (Futuan River),2025-03-17 14:54,35.3900624,119.3857605,1,CN-37,S219016838
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-03-17 16:03,31.4951401,121.9647217,0,CN-31,S219015451
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-03-17 16:03,31.4951401,121.9647217,2,CN-31,S219015451
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-03-17 16:03,31.4951401,121.9647217,0,CN-31,S219015451
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,定结湿地公园 (Dinggyê Wetland Park),2025-03-17 16:26,28.3682889,87.7680616,50,CN-54,S219015050
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,颐和园 (Summer Palace),2025-03-17 23:00,39.9926986,116.272333,4,CN-11,S283195212
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-18 06:44,31.5022878,121.9425813,1,CN-31,S286736036
gragoo,灰雁 (Graylag Goose),Anser anser,府河湿地 (Fu River Wetlands),2025-03-18 07:54,30.7524508,114.1576218,13,CN-42,S219168846
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,府河湿地 (Fu River Wetlands),2025-03-18 07:54,30.7524508,114.1576218,2,CN-42,S219168846
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-18 09:00,31.5022878,121.9425813,20,CN-31,S219178352
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-18 09:00,31.5022878,121.9425813,4,CN-31,S219178352
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-18 09:00,31.5022878,121.9425813,50,CN-31,S219178352
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"69号 延安一路, 青岛市, 山东省, CN (36.063, 120.339)",2025-03-18 12:17,36.0626678,120.3393536,0,CN-37,S219353430
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"69号 延安一路, 青岛市, 山东省, CN (36.063, 120.339)",2025-03-18 12:17,36.0626678,120.3393536,0,CN-37,S219353430
gragoo,灰雁 (Graylag Goose),Anser anser,野鸭湖 (Wild Duck Lake),2025-03-18 13:37,40.4095749,115.8468175,2,CN-11,S219176709
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,野鸭湖 (Wild Duck Lake),2025-03-18 13:37,40.4095749,115.8468175,4,CN-11,S219176709
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,野鸭湖 (Wild Duck Lake),2025-03-18 13:37,40.4095749,115.8468175,1,CN-11,S219176709
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,野鸭湖 (Wild Duck Lake),2025-03-18 13:37,40.4095749,115.8468175,1,CN-11,S219176709
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,野鸭湖 (Wild Duck Lake),2025-03-18 13:37,40.4095749,115.8468175,20,CN-11,S219176709
gragoo,灰雁 (Graylag Goose),Anser anser,双庙村 (Shuangmiao Village),2025-03-18 14:46,35.49089,119.5575588,2,CN-37,S219172506
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,双庙村 (Shuangmiao Village),2025-03-18 14:46,35.49089,119.5575588,30,CN-37,S219172506
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,珲春（Hunchun）,2025-03-18 21:00,42.6408498,130.4900944,1,CN-22,S312284356
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,珲春（Hunchun）,2025-03-18 21:00,42.6408498,130.4900944,1,CN-22,S312284356
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,马场 (Ma Chang),2025-03-19 05:56,40.3798824,115.8416955,1,CN-11,S219341185
gragoo,灰雁 (Graylag Goose),Anser anser,海流水库 (Hailiu Reservoir),2025-03-19 09:00,40.6679402,111.3907742,10,CN-15,S308898373
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,海流水库 (Hailiu Reservoir),2025-03-19 09:00,40.6679402,111.3907742,13,CN-15,S308898373
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,海流水库 (Hailiu Reservoir),2025-03-19 09:00,40.6679402,111.3907742,1000,CN-15,S308898373
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,海流水库 (Hailiu Reservoir),2025-03-19 09:00,40.6679402,111.3907742,500,CN-15,S308898373
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-03-19 11:00,40.132575,116.2998359,1,CN-11,S283195289
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-19 11:00,31.5022878,121.9425813,20,CN-31,S286779030
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-19 11:00,31.5022878,121.9425813,10,CN-31,S286779030
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-19 11:00,31.5022878,121.9425813,6,CN-31,S286779030
gragoo,灰雁 (Graylag Goose),Anser anser,风河口 (Fenghe Estuary),2025-03-19 14:00,35.8565074,120.0479062,1,CN-37,S219742035
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,风河口 (Fenghe Estuary),2025-03-19 14:00,35.8565074,120.0479062,10,CN-37,S219742035
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,风河口 (Fenghe Estuary),2025-03-19 14:00,35.8565074,120.0479062,500,CN-37,S219742035
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类国家级自然保护区 (Chongming Dongtan NNR),2025-03-19 14:11,31.4951401,121.9647217,10,CN-31,S239507650
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园--叠水花台 (Olympic Forest Park South--Dieshui Huatai),2025-03-19 17:00,40.0180208,116.3833096,0,CN-11,S293992841
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-03-19 17:19,40.0173836,116.3938028,0,CN-11,S294003784
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,边村湿地 (Biancun Wetlands),2025-03-19 17:47,39.0229205,117.1514151,4,CN-12,S219358889
gragoo,灰雁 (Graylag Goose),Anser anser,卸沙码头 (Sand Unloading Pier),2025-03-20 06:38,38.7801224,117.5888126,1,CN-12,S219505412
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沙河水库--巩华城半岛 (Shahe Reservoir--Gonghuacheng Peninsula),2025-03-20 09:02,40.132575,116.2998359,8,CN-11,S219526838
gragoo,灰雁 (Graylag Goose),Anser anser,Sangganhe,2025-03-20 09:07,40.3639463,115.4507082,11,CN-13,S219557869
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,Sangganhe,2025-03-20 09:07,40.3639463,115.4507082,1,CN-13,S219557869
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,Sangganhe,2025-03-20 09:07,40.3639463,115.4507082,300,CN-13,S219557869
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-03-20 10:00,40.0173836,116.3938028,2,CN-11,S225987823
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-03-20 10:00,40.0173836,116.3938028,2,CN-11,S225987823
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙城湿地 (Shacheng Wetlands),2025-03-20 11:00,40.3708803,115.4655815,200,CN-13,S219528753
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,玉渊潭公园 (Yuyuantan Park),2025-03-20 16:22,39.9169675,116.3173091,2,CN-11,S219551823
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,小漕村 (Xiaocao Village),2025-03-20 17:00,40.5798176,117.1006598,100,CN-11,S220460120
gragoo,灰雁 (Graylag Goose),Anser anser,沙河水库 (Shahe Reservoir),2025-03-21 15:30,40.1312977,116.3079643,6,CN-11,S219913043
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,沙河水库 (Shahe Reservoir),2025-03-21 15:30,40.1312977,116.3079643,1,CN-11,S219913043
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南海子公园 (Nanhaizi Park),2025-03-21 15:44,39.777136,116.4605969,35,CN-11,S248140961
gragoo,灰雁 (Graylag Goose),Anser anser,G217-胜利路湿地 (G217 & Shengli Rd Wetlands),2025-03-22 08:30,45.557195,84.954688,3,CN-65,S219974456
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-03-22 08:52,31.4951401,121.9647217,1,CN-31,S219912271
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-22 09:16,31.5022878,121.9425813,1,CN-31,S219914320
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,崇明东滩鸟类自然保护区--外围区域 (Chongming Dongtan NNR--Outskirts),2025-03-22 09:16,31.5022878,121.9425813,4,CN-31,S219914320
gragoo,灰雁 (Graylag Goose),Anser anser,桑园 (Sang Yuan),2025-03-22 10:30,40.306416,115.5904774,2,CN-13,S267347106
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,桑园 (Sang Yuan),2025-03-22 10:30,40.306416,115.5904774,70,CN-13,S267347106
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,桑园 (Sang Yuan),2025-03-22 10:30,40.306416,115.5904774,20,CN-13,S267347106
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,桑园 (Sang Yuan),2025-03-22 10:30,40.306416,115.5904774,20,CN-13,S267347106
gragoo,灰雁 (Graylag Goose),Anser anser,"西安浐灞国家湿地公园, 西安市 CN-陕西省 (34.4200,109.0052)",2025-03-22 11:36,34.419965,109.005169,5,CN-61,S260981573
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"西安浐灞国家湿地公园, 西安市 CN-陕西省 (34.4200,109.0052)",2025-03-22 11:36,34.419965,109.005169,5,CN-61,S260981573
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,长春东已封闭的水源地,2025-03-22 12:00,43.82871,125.82758,1,CN-22,S259527036
gragoo,灰雁 (Graylag Goose),Anser anser,北大港水库 (Beidagang Reservoir),2025-03-22 12:30,38.7358754,117.3537965,30,CN-12,S219952494
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,北大港水库 (Beidagang Reservoir),2025-03-22 12:30,38.7358754,117.3537965,1,CN-12,S219952494
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北大港水库 (Beidagang Reservoir),2025-03-22 12:30,38.7358754,117.3537965,8,CN-12,S219952494
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,"莲花圣地公园 (Lotus Park, Mêdog)",2025-03-22 12:48,29.325747,95.3318857,1,CN-54,S219889750
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,颐和园--团城湖 (Summer Palace--Tuancheng Lake),2025-03-22 13:33,39.9914673,116.264186,6,CN-11,S219894853
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大王家岛 (Dawangjia Island),2025-03-22 14:00,39.447411,123.074707,1,CN-21,S269176443
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大王家岛 (Dawangjia Island),2025-03-22 14:00,39.447411,123.074707,1,CN-21,S269176443
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-03-22 15:14,40.0173836,116.3938028,5,CN-11,S220175248
gragoo,灰雁 (Graylag Goose),Anser anser,北八滧 (Beibayao),2025-03-22 15:33,31.5933223,121.8447603,10,CN-31,S219900097
gragoo,灰雁 (Graylag Goose),Anser anser,wetlands near toms place,2025-03-22 17:00,40.0970114,116.17421,0,CN-11,S219948074
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,wetlands near toms place,2025-03-22 17:00,40.0970114,116.17421,0,CN-11,S219948074
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,颐和园 (Summer Palace),2025-03-22 17:51,39.9926986,116.272333,5,CN-11,S219913948
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,大黑河讨卜齐湿地,2025-03-22 21:00,40.73564,111.66625,1,CN-15,S293065446
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,子龙大桥 (Zilong Bridge),2025-03-23 06:30,38.1149272,114.5651574,1,CN-13,S220127261
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,大王家岛 (Dawangjia Island),2025-03-23 06:30,39.447411,123.074707,15,CN-21,S220398355
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,叶赫那拉城 (Old Garrison of Yehe Nara),2025-03-23 07:00,43.00512,124.60082,20,CN-22,S259538523
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,叶赫那拉城 (Old Garrison of Yehe Nara),2025-03-23 07:00,43.00512,124.60082,20,CN-22,S259538523
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,边村湿地 (Biancun Wetlands),2025-03-23 08:40,39.0229205,117.1514151,12,CN-12,S220423190
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,边村湿地 (Biancun Wetlands),2025-03-23 08:40,39.0229205,117.1514151,2,CN-12,S220423190
gragoo,灰雁 (Graylag Goose),Anser anser,东丽湖 (Dongli Lake),2025-03-23 10:08,39.1661457,117.4845517,2,CN-12,S220150232
gragoo,灰雁 (Graylag Goose),Anser anser,卧龙岗水库 (Wolonggang Reservoir),2025-03-23 10:30,44.1905434,87.6334099,30,CN-65,S220400255
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,野鸭湖 (Wild Duck Lake),2025-03-23 11:00,40.4095749,115.8468175,10,CN-11,S220159054
gragoo,灰雁 (Graylag Goose),Anser anser,Li River at Guangxi,2025-03-23 11:00,24.784,110.552,6,CN-45,S221214970
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,密云水库东环,2025-03-23 11:48,40.568826,117.098277,15,CN-11,S220176157
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"天文台路, 北京市 CN (40.5591,116.9845)",2025-03-23 13:43,40.559105,116.984483,4,CN-11,S303441487
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,流花湖公园 (Liuhua Lake Park),2025-03-23 14:05,23.1358916,113.2511473,2,CN-44,S220176454
gragoo,灰雁 (Graylag Goose),Anser anser,紫竹院公园 (Purple Bamboo Park),2025-03-23 15:01,39.9419642,116.3183581,3,CN-11,S220157936
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,野鸭湖 (Wild Duck Lake),2025-03-23 17:45,40.4095749,115.8468175,1,CN-11,S273834983
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,樊川公园 (Fanchuan Park),2025-03-24 08:29,34.1318485,108.9470052,2,CN-61,S260983617
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,江萨国家湿地公园 (Gyangsa Wetland Park),2025-03-24 10:43,29.2143311,88.9310779,2,CN-54,S220403943
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,廣州 越秀公園-雲道-麓湖公園,2025-03-24 11:35,23.1447561,113.2568861,3,CN-44,S220448331
gragoo,灰雁 (Graylag Goose),Anser anser,万亩鱼塘 (The Wanmu Fish Ponds),2025-03-24 15:26,38.7887624,117.4247183,60,CN-12,S220428264
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南汇东滩 (Nanhui Dongtan),2025-03-25 06:30,30.918356,121.9774164,1,CN-31,S286736050
gragoo,灰雁 (Graylag Goose),Anser anser,南海子公园 (Nanhaizi Park),2025-03-25 07:15,39.777136,116.4605969,1,CN-11,S220697415
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,颐和园--团城湖 (Summer Palace--Tuancheng Lake),2025-03-25 11:22,39.9914673,116.264186,4,CN-11,S220698280
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,雅砻人民公园,2025-03-25 19:18,29.251717,91.765511,34,CN-54,S220656893
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,北京南海子公园,2025-03-25 21:00,39.78,116.46,0,CN-11,S281857864
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,北京南海子公园,2025-03-25 21:00,39.78,116.46,0,CN-11,S281857864
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北京南海子公园,2025-03-25 21:00,39.78,116.46,0,CN-11,S281857864
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,万亩鱼塘 (The Wanmu Fish Ponds),2025-03-26 07:37,38.7887624,117.4247183,1,CN-12,S220835111
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,万亩鱼塘 (The Wanmu Fish Ponds),2025-03-26 07:37,38.7887624,117.4247183,50,CN-12,S220839387
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,万亩鱼塘 (The Wanmu Fish Ponds),2025-03-26 07:37,38.7887624,117.4247183,5,CN-12,S220835111
gragoo,灰雁 (Graylag Goose),Anser anser,大黄堡湿地 (Dahuangpu Wetlands),2025-03-26 10:22,39.417286,117.272781,30,CN-12,S220897252
